Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Character/FFXVNoctis_Text_Witch_0,Text,,다른 사람을 선택할 수는 없나요?,Can't you pick someone else?,他の人を選ぶことはできないのですか？,要不选其他人...,你就不能選別人嗎？
Character/FFXVNoctis_Text_Witch_1,Text,,"다른 사람을 선택하세요. 아니, 사실 나 여기서 죽어가고 있어.","Pick someone else. No really, I'm dying here.",他の人を選んでください。いや、本当に、ここで死ぬんだ。,选其他人吧。真的，我快死在这了。,選擇其他人。不，真的，我快死在這裡了。
Character/FFXVNoctis_name,Text,,녹티스,Noctis,ノクティス,诺克提斯,諾克提斯
Character/FFXVPrompto_CampSelectWord,Text,,나는 계속해서 계속할 것입니다. 내가 아는 유일한 방법입니다.,"I'm gonna keep on keepin' on, the only way I know how.",私は続けるつもりだ、私が知っている唯一の方法。,我会坚持下去，这是我知道的唯一方法。,我會繼續堅持下去，這是我唯一知道的方法。
Character/FFXVPrompto_PassiveDes,Text,,"각 턴이 시작될 때 프롬프토는 자신이 아닌 무작위 아군에게 링크 스트라이크를 부여합니다.

프롬프토가 전투에서 6개의 스킬을 사용할 때마다 마나가 2씩 증가합니다.

프롬프토의 링크 스트라이크는 치명타 확률이 15%, 치명타 피해와 치유량이 20% 증가합니다.","At the beginning of each turn, Prompto will grant a random ally other than himself Link Strike.

Each time Prompto uses 6 skills in a battle, gain 2 mana.

Prompto's Link Strike grants 15% critical chance and 20% critical damage and healing.","各ターンの開始時に、プロンプトは自分以外のランダムな味方にリンクストライクを与えます。

プロンプトが戦闘で 6 つのスキルを使用するたびに、2 マナを獲得します。

プロンプトのリンクストライクは、15% のクリティカル確率と 20% のクリティカルダメージと回復を与えます。","回合开始时，普隆普特会随机对除自身以外的一名友军赋予连携攻击。

普隆普特在战斗中每使用6次技能就可恢复2点法力值。

普隆普特的连携攻击效果为：暴击率提升15%；暴击伤害和暴击治疗提升20%。","在每回合開始時，提示音都會隨機授予除他自己以外的一名盟友 連結打擊。

提示音在戰鬥中每次使用 6 個技能，獲得 2 點法力值。

提示音的 連結打擊 提供 15% 的爆擊幾率以及 20% 的暴擊傷害和治療效果。"
Character/FFXVPrompto_PassiveName,Text,,셔터플라이,Shutterfly,シャッターフライ,快门,快門
Character/FFXVPrompto_SelectInfo,Text,,"왕자의 측근을 생각할 때 사람들이 생각하는 것은 많지만, 프롬프토 자신은 물론이고 비천한 평민을 기대한 사람은 아무도 없었습니다. 많은 사람들은 자신이 루시스 왕자 옆에 속하지 않는다고 생각할 수도 있지만 프롬프토는 그룹의 분위기 메이커로 확고히 자리 잡았습니다.

프롬프토는 믿음직한 카메라로 모든 순간을 포착하는 활기 넘치는 농담꾼처럼 보일지 모르지만, 그는 자신을 제외한 모든 사람에게 숨겨져 있는 좀 더 내성적이고 조용한 면을 가지고 있습니다. 녹티스는 자신을 결코 판단하지 않았고, 그를 만난 순간부터 프롬프토가 무엇인지 정확히 알고 있었던 녹티스는 이 면을 정확하게 이해했다. 프롬프토에게 자신이 받아들여질 수 있도록 자신을 개선하라고 말하는 것은 더욱 부드러운 면입니다. 그들은 이미 그를 받아들였지만, 이 추진력은 주변의 다른 사람들도 더 나은 노력을 하도록 영감을 주었습니다.

프롬프트는 자신이나 아군이 빛날 수 있는 중요한 순간을 설정하는 데 강점이 있는 하이브리드 치명타 및 약화 디버프 중심 공격자입니다.","There are many things that people think of when they think of a Prince's entourage, but none expected a lowly commoner, least of all Prompto himself. Many may see himself as not belonging alongside the Prince of Lucis but Prompto has solidified himself as the mood maker of the group.

Prompto may seem like an energetic jokester who captures every moment on his trusty camera, but he seats a more introspective and quiet side, hidden from all but him. This side was correctly understood by Noctis, who never judged him and knew exactly what Prompto was from the moment he met him. It is this more mellow side that tells Prompto to improve himself so he can be accepted. Though they already accepted him, this drive has inspired others around him to try better as well.

Prompto is a hybrid critical and weakening debuff focussed attacker whose strengths lie in setting up big moments for either himself or his allies to shine.","王子の側近について考えるとき、人々が思い浮かべる事柄はたくさんありますが、下級庶民、特にプロンプ​​ト自身を予想していた人は誰もいませんでした。多くの人は自分自身をルシスの王子と並んでは属さないと考えているかもしれないが、プロンプトはグループのムードメーカーとしての地位を固めている。

プロンプトは、信頼できるカメラであらゆる瞬間を捉える精力的なジョークスターのように見えるかもしれませんが、彼以外の誰からも隠された、より内省的で静かな一面を持っています。この側面は、ノクティスによって正しく理解されました。ノクティスは彼を決して批判せず、出会った瞬間からプロンプトが何であるかを正確に知っていました。この穏やかな側面こそが、プロンプトに受け入れられるように自分自身を改善するように指示するものです。彼らはすでに彼を受け入れていましたが、この意欲は彼の周りの人々にも同様にもっと頑張ろうとする動機を与えました。

プロンプトは、ハイブリッドクリティカルと弱化デバフに焦点を当てたアタッカーであり、その強みは自分自身または彼の味方が輝ける大きな瞬間をセットアップすることにあります。","当人们想象一位王子的随行伙伴时，脑海中浮现的或许有许多形象，但绝不会有人预料到其中会有一位出身卑微的平民——甚至连普隆普特自己都未曾想过。尽管许多人认为他不该与路西斯的王子并肩同行，但普隆普特已用行动证明，他是团队中不可或缺的“气氛担当”。

普隆普特表面上是个活力四射的搞笑担当，总用他信赖的相机捕捉旅途的每一刻，但他内心深处却藏着一份鲜为人知的敏感与沉静。唯有诺克提斯真正理解他的这一面——从相遇之初，他便看穿了普隆普特的本质，却从未对他加以评判。正是这份内敛的自我认知，驱使普隆普特不断努力提升自己，以求获得认可。尽管同伴们早已接纳了他，但他的这份执着也激励着身边的人一同变得更好。

在战斗中，普隆普特是一名混合型暴击与减益专精的攻击手，擅长通过削弱敌人或制造关键时机，为自身或队友创造高光时刻。","當人們想到王子的隨從時，人們會想到很多事情，但沒有人想到的是一個卑微的平民，尤其是普羅普託本人。許多人可能認為自己不屬於路西斯王子，但普羅普托已經鞏固了自己作為該團體氣氛製造者的地位。

普羅普托可能看起來像一個精力充沛的愛開玩笑的人，他用值得信賴的相機捕捉每一個瞬間，但他有著更內省和安靜的一面，除了他之外，其他人都看不到他。諾克提斯正確地理解了這一面，他從不評斷他，從見到普羅普託的那一刻起，他就清楚地知道普羅普托是什麼。正是這種更加柔和的一面告訴提示音要提升自己，這樣他才能被接受。儘管他們已經接受了他，但這種動力也激勵了他周圍的其他人做出更好的努力。

提示音是一位混合關鍵和削弱減益的集中攻擊者，其優勢在於為自己或盟友創造重要時刻。"
Character/FFXVPrompto_Text_Battle_AllyND_0,Text,,일단 저는 아닙니다.,"For once, it's not me.",一応、それは私ではありません。,这次终于不是我了。,這一次，不是我。
Character/FFXVPrompto_Text_Battle_AllyND_1,Text,,당황하지 말 것! 내가 잡았어! 당황하지 말 것!,Don't panic! I got you! DON'T PANIC!,慌てないで！見つけた！慌てないで！,别慌！我来救你！别慌——！！,請勿恐慌!我接到你了！請勿恐慌!
Character/FFXVPrompto_Text_Battle_Cri_0,Text,,아 안녕하세요 개봉입니다!,"Oh hi there, opening!",おお、こんにちは、オープニングです！,有破绽！逮到你啦！,喔你好，開幕啦！
Character/FFXVPrompto_Text_Battle_Cri_1,Text,,"모두 총알 시간에, 자기야.","All in bullet time, baby.",すべてバレットタイムで、ベイビー。,一切都在子弹时间里，宝贝。,一切都在子彈時間裡，寶貝。
Character/FFXVPrompto_Text_Battle_Healed_0,Text,,새것처럼 좋아요!,Good as new!,新品同様です！,完好如初！,完好如新！
Character/FFXVPrompto_Text_Battle_Healed_1,Text,,내 인생 전체가 내 눈앞에서 번쩍였습니다!,My whole life flashed before my eyes!,私の人生全体が目の前に現れました！,我的一生都在我眼前闪过！,我的一生都在我眼前閃過！
Character/FFXVPrompto_Text_Battle_Idle_0,Text,,"*카메라 셔터 소리* 헤, 좋네요!","*camera shutter sound* Heh, nice!",*カメラのシャッター音* へー、いいですね！,*相机快门声* 嘿，好极了！,*相機快門聲* 嘿，好極了！
Character/FFXVPrompto_Text_Battle_Idle_1,Text,,다들 정신 차려!,"Everybody, stay alert!",皆さん、気をつけてください！,大家一定要提高警惕！,大家一定要提高警覺！
Character/FFXVPrompto_Text_Battle_Kill_0,Text,,더 이상 씨. 좋은 녀석 는 없습니다!,No more Mr. Nice Guy!,もうミスター・ナイスガイはいない！,不再是好人先生了！,不再是好人先生了！
Character/FFXVPrompto_Text_Battle_Kill_1,Text,,나 없이 너희들은 어디에 있겠느냐?,Where would you guys be without me?,私がいなかったら皆さんはどこにいたでしょうか？,看看，没我不行吧！,沒有我你們會在哪裡？
Character/FFXVPrompto_Text_Battle_ND_0,Text,,나는 왜 항상 이런 상황에 빠지게 되는 걸까?,How come I always end up in these situations?,どうして私はいつもこのような状況に陥ってしまうのでしょうか？,为什么我总是陷入这样的境地？,為什麼我總是陷入這樣的境地？
Character/FFXVPrompto_Text_Battle_ND_1,Text,,앗! 날 잡을 거야!,Ack! They're gonna get me!,ああ！彼らは私を捕まえるつもりだ！,哇啊！他们要抓到我了！,確認！他們會抓住我的！
Character/FFXVPrompto_Text_Battle_Start_0,Text,,프라이팬 밖으로 닷닷닷?,"Out of the frying pan, dot dot dot?",フライパンから出して、ドットドットドット？,刚出油锅……又进火坑？！,出油鍋，點點？
Character/FFXVPrompto_Text_Battle_Start_1,Text,,경험치를 얻을 수 있는 또 다른 좋은 기회입니다.,Another good chance to earn some experience points.,経験値を獲得できるまたとないチャンスです。,又一个赚取经验值的好机会。,又一個賺取經驗值的好機會。
Character/FFXVPrompto_Text_Battle_Start_2,Text,,"우리는 돈 속에 있어요, 우리는 돈 속에 있어요!","We're in the money, we're in the money!",我々はお金に余裕がある、我々はお金に余裕がある！,我们要赚到钱了，我们要赚钱了！,我們有錢了，我們有錢了！
Character/FFXVPrompto_Text_Field_GetItem_0,Text,,"으아아아아, 보물!","Oooooo, treasure!",おおお、宝物！,呜呜呜，宝藏！,嗚嗚嗚，寶藏！
Character/FFXVPrompto_Text_Field_GetItem_1,Text,,아빠한테 오세요 반짝반짝 빛나는 샤이니들!,"Come to papa, shiny shinies!",パパのところに来て、ピカピカ！,快来我身边吧，闪闪发亮！,來爸爸身邊吧，閃閃發亮！
Character/FFXVPrompto_Text_Field_Idle_0,Text,,이 모든 걷기는 내가 어렸을 때를 생각나게 합니다.,All this walking reminds me of when I was younger.,このように歩いていると、若い頃のことを思い出します。,走这么久……突然想起了我以前的时候。,這一切的步行讓我想起了我年輕的時候。
Character/FFXVPrompto_Text_Field_Idle_1,Text,,*카메라 셔터 소리*,*camera shutter sound*,*カメラのシャッター音*,*相机快门声*,*相機快門聲*
Character/FFXVPrompto_Text_Field_Idle_2,Text,,내 머리는 초코보 엉덩이처럼 보이지 않습니다.,My hair does not look like a chocobo butt.,私の髪はチョコボのお尻には見えません。,我的头发一点都不像陆行鸟屁股。,我的頭髮看起來不像陸行鳥屁股。
Character/FFXVPrompto_Text_Field_Idle_3,Text,,아무것도 죽이지 않아도 돼서 좋아요.,It's nice to not have to kill anything.,何も殺さなくて済むのはいいですね。,不用杀死任何东西真是太好了。,不用殺死任何東西真是太好了。
Character/FFXVPrompto_Text_Field_Idle_4,Text,,방금 생각난건데 완전 킹스나이트같네요!,"It just occured to me, but this is totally like King's Knight!",ふと思ったんですが、これ完全にキングスナイトっぽいですね！,我只是突然想到，这完全就像是国王的骑士！,我只是想到了，但這完全就像國王的騎士！
Character/FFXVPrompto_Text_Field_Potion_P_0,Text,,이기식사에는 아무것도 없지만 여전히 꽤 좋습니다.,"It's got nothing on an Iggy meal, but it's still pretty good.",イギーの食事には何も入っていませんが、それでもかなり美味しいです。,虽然比不上伊格尼斯的料理，不过味道还行啦。,伊吉餐中沒有東西，但仍然相當不錯。
Character/FFXVPrompto_Text_Field_Potion_P_1,Text,,상향!,Bottoms up!,ボトムアップ！,一口闷了！,底朝上！
Character/FFXVPrompto_Text_MasterTarget,Text,,나는 항상 너희들에게 의지해 왔다. 드디어 돌려줄 시간입니다.,I've always relied on you guys. Time to finally give back.,私はいつも皆さんを頼りにしていました。ついに恩返しをする時が来ました。,我一直都很依赖你们，现在终于到了回报的时候。,我一直很依賴你們。終於到了回報的時候了。
Character/FFXVPrompto_Text_PharosLeader_0,Text,,나는 봉사하기 위해 창조되었습니다.,I was created to serve.,私は奉仕するために造られました。,我是为了服从命令才被创造出来的。,我被創造是為了服務。
Character/FFXVPrompto_Text_PharosLeader_1,Text,,"워워워, 방금 무슨 일이 일어난 거야?","Whoa whoa whoa, what just happened?",おいおい、一体何が起こったの？,哇哇哇，刚刚发生了什么？,哇哇哇，剛剛發生了什麼事？
Character/FFXVPrompto_Text_PharosLeader_2,Text,,...,...,...,...,……
Character/FFXVPrompto_Text_Witch_0,Text,,글쎄... 내가 감당할 수 있을 것 같으면...,Well... If you think I can take it...,そうですね...私が受け取れると思うなら...,好吧...如果你认为我可以承受...,好吧...如果你認為我可以接受...
Character/FFXVPrompto_Text_Witch_1,Text,,진심으로 나를 죽이려고 하는 거야!?,Are you seriously trying to kill me!?,本気で私を殺そうとしているの!?,你想杀了我吗！？,你真的想殺我嗎！
Character/FFXVPrompto_name,Text,,프롬프트,Prompto,プロンプト,普隆普特,提示音
Skill/S_FFXV_Debug_Description,Text,,,,,,
Skill/S_FFXV_Debug_Name,Text,,디버깅 도구,Debuggystuffs,デバッグ用のもの,调试工具,偵錯工具
Skill/S_FFXV_Gladiolus_Antagonize_Description,Text,,링크 스트라이크: 용기를 1 얻습니다.,Link Strike: Gain 1 Valor.,リンクストライク: 勇気を 1 獲得します。,连携攻击：获得1层[粉碎值]。,連結打擊：獲得 1 點勇氣。
Skill/S_FFXV_Gladiolus_Antagonize_Name,Text,,적대하다,Antagonize,敵対する,看破,對抗
Skill/S_FFXV_Gladiolus_Dawnhammer_Description,Text,,링크 스트라이크 : 비용이 1 감소합니다.,Link Strike: Cost is reduced by 1.,リンクストライク：コストが1減少します。,连携攻击：费用降低1点。,連結打擊：成本減少 1。
Skill/S_FFXV_Gladiolus_Dawnhammer_Name,Text,,던해머,Dawnhammer,ドーンハンマー,破晓强击,黎明之錘
Skill/S_FFXV_Gladiolus_Draw_Description,Text,,"스킬 2개를 뽑습니다.

대상 아군은 보강됨를 얻습니다.","Draw 2 skills.

Target ally gains Braced.","スキルを2枚引く。

ターゲットの味方はブレイドを得る。","抽取2个技能。

目标友军获得[稳固姿态]。","抽取2個技能。

目標盟友獲得「支撐」。"
Skill/S_FFXV_Gladiolus_Draw_Name,Text,,방패의 시험,Trial of the Shield,盾の試練,盾之试炼,盾牌的試煉
Skill/S_FFXV_Gladiolus_Earthshatter_Description,Text,,다른 모든 아군은 링크 스트라이크(글라디올러스)를 얻습니다.,All other allies gain Link Strike (Gladiolus).,他のすべての味方はリンクストライク（グラジオラス）を獲得します。,其他友军获得[连携攻击(格拉迪欧拉斯)]。,所有其他盟友獲得鏈接打擊（劍蘭）。
Skill/S_FFXV_Gladiolus_Earthshatter_Name,Text,,대지분쇄,Earthshatter,アースシャッター,上升冲击,碎地者
Skill/S_FFXV_Gladiolus_GetDown_Description,Text,,"이 스킬을 사용하여 패리할 수 있습니다. 사용자가 이 스킬을 사용하면 체력이 가장 낮은 아군에게 보강됨를 부여하고 &a를 치료합니다. (최대 체력 기준)

링크 스트라이크 : 또한 즉시 다른 모든 아군에게 링크 스트라이크(글라디올러스)를 부여합니다. ","This skill can be used to parry. If the user parries with this skill, grant the lowest health ally Braced and heal them for &a. (Based on Max Health)

Link Strike: Also grant Link Strike (Gladiolus) to all other allies immediately. ","このスキルはパリィに使用できます。ユーザーがこのスキルで受け流した場合、最も体力の低い味方にブレイドを付与し、&a 回復します。 (最大体力に基づく)

リンクストライク：また、他のすべての味方にリンクストライク（グラジオラス）を即座に付与します。 ","此技能可用于格挡。如果此技能以格挡形式触发，则使生命值最低的队友获得保护罩，并治疗&a点生命值(基于最大生命值)。

连携攻击：其他友军获得[连携攻击(格拉迪欧拉斯)]。","這個技能可以用來招架。如果使用者用此技能招架，則為生命值最低的盟友提供支撐並治療他們&a。 （基於最大生命值）

連結打擊：同時立即向所有其他盟友授予連結打擊（劍蘭）。 "
Skill/S_FFXV_Gladiolus_GetDown_Name,Text,,내려와!,Get Down!,降りろ！,滚开！,下來！
Skill/S_FFXV_Gladiolus_GlaiveArtsDummy_Description,Text,,글라디올러스의 고정 능력은 용기 스택에 따라 달라집니다.,Gladiolus's fixed ability changes depending on his stacks of Valor.,グラジオラスの固定能力は、彼の武勇のスタックに応じて変化します。,格拉迪欧拉斯的固定能力会根据[粉碎值]的层数发生变化。,劍蘭的固定能力會根據他的勇氣層數而改變。
Skill/S_FFXV_Gladiolus_GlaiveArtsDummy_Name,Text,,글레이브 아트,Glaive Arts,グレイブアーツ,粉碎技,刀刃藝術
Skill/S_FFXV_Gladiolus_GreatswordThrow_Description,Text,,사용자는 링크 스트라이크(글라디올러스)를 얻습니다.,User gains Link Strike (Gladiolus).,ユーザーはリンクストライク(グラジオラス)を獲得します。,自身获得[连携攻击(格拉迪欧拉斯)]。,用戶獲得連結打擊（劍蘭）。
Skill/S_FFXV_Gladiolus_GreatswordThrow_Name,Text,,대검 던지기,Greatsword Throw,大剣投げ,巨剑投掷,巨劍投擲
Skill/S_FFXV_Gladiolus_Impulse_Description,Text,,"링크 스트라이크 : 최대 체력의 50%에 해당하는 파티 장벽을 생성합니다.

용기: 사용자에게 링크스트라이크가 없으면 대신 2 용기를 소비하여 위 효과를 발동시킵니다.

사용 시 용기를 생성하지 않습니다.","Link Strike: Generate a party barrier equal to 50% of maximum health.

Valor: If the user does not have Link Strike, instead spend 2 Valor instead to trigger the above effect.

Does not generate Valor when used.","リンクストライク：最大体力の50％に等しいパーティバリアを生成します。

武勇: ユーザーがリンクストライクを持っていない場合、代わりに 2 武勇を消費して上記の効果をトリガーします。

使用しても武勇は発生しません。","连携攻击：生成相当于最大体力值一半的防护墙。

粉碎值：使用时如果没有[连携攻击]，则消耗2层[粉碎值]触发上述效果。

使用时不会获得[粉碎值]。","連結打擊：產生等於最大生命值 50% 的隊伍屏障。

勇氣：如果用戶沒有連結打擊，則改為花費2勇氣來觸發上述效果。

使用時不會產生勇氣。"
Skill/S_FFXV_Gladiolus_Impulse_Name,Text,,충동,Impulse,インパルス,旋风,衝動
Skill/S_FFXV_Gladiolus_Interpose_Description,Text,,"아군을 겨냥하여 다음 공격을 가합니다.

인터포즈를 발동시킨 아군은 링크 스트라이크(글라디올러스)를 얻습니다.","Take the next attack aimed at an ally.

The ally that triggers Interpose gains Link Strike (Gladiolus).","次の攻撃を味方に向けて受けます。

インターポーズを発動した味方はリンクストライク(グラジオラス)を得る。","自身承受下一次指向友军的攻击。

触发该效果的友军获得[连携攻击(格拉迪欧拉斯)]。","進行針對盟友的下一次攻擊。

觸發介入的盟友獲得連結打擊（劍蘭）。"
Skill/S_FFXV_Gladiolus_Interpose_Name,Text,,끼어들다,Interpose,割り込む,即时防御,介入
Skill/S_FFXV_Gladiolus_PassiveFixed1_Description,Text,,,,,,
Skill/S_FFXV_Gladiolus_PassiveFixed1_Name,Text,,로얄 가드,Royal Guard,ロイヤルガード,皇家守卫,皇家衛隊
Skill/S_FFXV_Gladiolus_PassiveFixed2_Description,Text,,용기 1이 필요합니다.,Requires 1 Valor.,1 勇気が必要です。,持有1层[粉碎值]。,需要 1 勇氣。
Skill/S_FFXV_Gladiolus_PassiveFixed2_Name,Text,,면도날,Razor Edge,レイザーエッジ,轨迹之刃,剃刀邊緣
Skill/S_FFXV_Gladiolus_PassiveFixed3_0_Name,Text,,폭풍우 추가 히트,Tempest Extra Hit,テンペスト エクストラヒット,暴雨狂怒,暴風雨額外打擊
Skill/S_FFXV_Gladiolus_PassiveFixed3_Description,Text,,"용기 2가 필요합니다.

대상 적을 도발하고 인접한 적을 공격합니다.","Requires 2 Valor.

Taunt target enemy and attack an adjacent enemy.","2 勇気が必要です。

ターゲットの敵を挑発し、隣接する敵を攻撃します。","持有2层[粉碎值]。

嘲讽目标并攻击目标左边或右边的敌人。","需要 2 勇氣。

嘲諷目標敵人並攻擊鄰近的敵人。"
Skill/S_FFXV_Gladiolus_PassiveFixed3_Name,Text,,대소동,Tempest,嵐,暴雨狂怒,暴風雨
Skill/S_FFXV_Gladiolus_PassiveFixed4_Description,Text,,"3의 용기가 필요합니다.

다른 모든 아군은 링크 스트라이크(글라디올러스)를 얻습니다.","Requires 3 Valor.

All other allies gain Link Strike (Gladiolus).","3 勇気が必要です。

他のすべての味方はリンクストライク（グラジオラス）を獲得します。","持有3层[粉碎值]。

其他友军获得[连携攻击(格拉迪欧拉斯)]。","需要 3 勇氣。

所有其他盟友獲得鏈接打擊（劍蘭）。"
Skill/S_FFXV_Gladiolus_PassiveFixed4_Name,Text,,큰 소용돌이,Maelstrom,大渦巻き,地壳爆裂,漩渦
Skill/S_FFXV_Gladiolus_PassiveFixed5_Description,Text,,"4의 용기가 필요합니다.

세 번 공격하세요.

모든 아군은 링크 스트라이크(글라디올러스)를 얻습니다.","Requires 4 Valor.

Attack three times.

All allies gain Link Strike (Gladiolus).","4 の勇気が必要です。

3回攻撃する。

味方全員がリンクストライク(グラジオラス)を得る。","持有4层[粉碎值]。

释放3次。

所有友军获得[连携攻击(格拉迪欧拉斯)]。","需要 4 勇氣。

攻擊三次。

所有盟友獲得連結打擊（劍蘭）。"
Skill/S_FFXV_Gladiolus_PassiveFixed5_Name,Text,,듀얼 마스터,Dual Master,デュアルマスター,二天一流,雙重主控
Skill/S_FFXV_Gladiolus_Reflex_Description,Text,,"용기: 용기 1을 사용하여 최대 체력의 40%에 해당하는 장벽을 만듭니다.

링크 스트라이크: 장벽이 생성된 경우 체력이 가장 낮은 아군에게도 장벽을 생성합니다.

사용 시 용기를 생성하지 않습니다.","Valor: Spend 1 Valor to create a barrier equal to 40% of maximum health.

Link Strike: Also create a barrier on the lowest health ally if a barrier was created.

Does not generate Valor when used.","勇気: 1 勇気を消費して、最大体力の 40% に等しいバリアを作成します。

リンクストライク：バリアが作成されている場合、最も体力の低い味方にもバリアを作成します。

使用しても武勇は発生しません。","粉碎值：消耗1层[粉碎值]来生成相当于最大体力值40%的保护罩。

连携攻击：同时为体力值最低的友军生成保护罩。

使用时不会获得[粉碎值]。","勇氣：花費 1 勇氣來創造相當於最大生命值 40% 的屏障。

連結打擊：如果創建了障礙，也會在生命值最低的盟友上創建障礙。

使用時不會產生勇氣。"
Skill/S_FFXV_Gladiolus_Reflex_Name,Text,,휘어진,Reflex,反射神経,反制,反射
Skill/S_FFXV_Gladiolus_StandYourGround_Description,Text,,"모든 아군은 링크 스트라이크(글라디올러스)를 얻습니다.

용기를 1 얻습니다.","All allies gain Link Strike (Gladiolus).

Gain 1 Valor.","味方全員がリンクストライク(グラジオラス)を得る。

勇気を 1 獲得します。","所有友军获得[连携攻击(格拉迪欧拉斯)]。

获得1层[粉碎值]。","所有盟友獲得連結打擊（劍蘭）。

獲得 1 點勇氣。"
Skill/S_FFXV_Gladiolus_StandYourGround_Name,Text,,당신의 입장을 고수하세요,Stand Your Ground,しっかりと踏ん張ってください,坚守阵地,堅守陣地
Skill/S_FFXV_Gladiolus_UltDualMaster_Description,Text,,"전투 시작 시 이 스킬이 덱에 있으면 검귀의 인정을 획득합니다.

뽑을 때 시전하세요.

용기를 1 획득하고 사용자의 스킬을 우선으로 스킬을 뽑습니다.","If this skill is in the deck at the start of battle, gain Blademaster's Recognition.

Cast when drawn.

Gain 1 Valor and draw a skill, prioritizing the user's skills.","このスキルが戦闘開始時にデッキにある場合、ブレードマスターの認定を獲得します。

描画時にキャストします。

武勇を 1 獲得し、ユーザーのスキルを優先してスキルを描画します。","战斗开始时如果牌库里有此技能，则获得[剑圣的认可]。

抽到时释放。

获得1层[粉碎值]并抽取1个技能，优先抽取自己的技能。","如果戰鬥開始時牌組中有該技能，則獲得劍聖的認可。

繪製時施放。

獲得 1 點勇氣並繪製一項技能，優先考慮使用者的技能。"
Skill/S_FFXV_Gladiolus_UltDualMaster_Name,Text,,큰 다리에서의 전투,Battle on the Big Bridge,ビッグブリッジの戦い,觉悟的意义,大橋上的戰鬥
Skill/S_FFXV_Gladiolus_Ult_ShieldOfTheKing_Description,Text,,"사용자 최대 체력의 60%에 해당하는 파티 장벽을 생성합니다.

모든 용기를 사용하여 각 용기의 최대 체력을 30%만큼 장벽을 높입니다.

사용 시 용기를 생성하지 않습니다.","Generate a party barrier equal to 60% of max health of the user.

Spend all Valor to increase the barrier by 30% max health for each Valor.

Does not generate Valor when used.","ユーザーの最大体力の 60% に等しいパーティ バリアを生成します。

すべての武勇を費やして、各武勇の最大体力の 30% だけバリアを増加させます。

使用しても武勇は発生しません。","生成相当于最大体力值60%的防护墙。

消耗所有[粉碎值]，每消耗1层[粉碎值]，防护墙的数值就增加相当于自身最大体力值30%的数值。

使用时不会获得[粉碎值]。","產生等於使用者最大生命值 60% 的隊伍障礙。

花費所有勇氣將每個勇氣的屏障增加 30% 最大生命值。

使用時不會產生勇氣。"
Skill/S_FFXV_Gladiolus_Ult_ShieldOfTheKing_Name,Text,,왕의 방패,Shield of the King,王の盾,王之盾,國王之盾
Skill/S_FFXV_Ignis_Analyze_Description,Text,,,,,,
Skill/S_FFXV_Ignis_Analyze_Name,Text,,분석하다,Analyze,分析する,战术解析,分析
Skill/S_FFXV_Ignis_Draw_Description,Text,,"스킬 2개를 뽑습니다. 

이그니스가 살아 있으면 대상 아군은 링크 스트라이크(이그니스)를 얻습니다.","Draw 2 skills. 

If Ignis is alive, target ally gains Link Strike (Ignis).","スキルを2枚引く。 

イグニスが生きている場合、ターゲットの味方はリンクストライク（イグニス）を獲得します。","抽取2个技能。 

如果伊格尼斯未处于无法战斗状态，则目标友军获得[连携攻击(伊格尼斯)]。","抽取2個技能。 

如果伊格尼斯還活著，目標盟友獲得連結打擊（伊格尼斯）。"
Skill/S_FFXV_Ignis_Draw_Name,Text,,각자의 소명,"To Each, Their Calling",それぞれの使命,天命所向,對每個人來說，他們的使命
Skill/S_FFXV_Ignis_Enhancement_Description,Text,,자신이 아닌 대상에게 사용 시 대상 아군은 링크 스트라이크(이그니스)를 얻습니다.,"When used on a target other than the user, target ally gains Link Strike (Ignis).",使用者以外の対象に使用すると、対象の味方がリンクストライク(イグニス)を得る。,对自身以外的友军使用时，使其获得[连携攻击(伊格尼斯)]。,當對使用者以外的目標使用時，目標盟友獲得連結打擊（伊格尼斯）。
Skill/S_FFXV_Ignis_Enhancement_Name,Text,,상승,Enhancement,強化,超频增幅,強化
Skill/S_FFXV_Ignis_FeastFitForAKing_0_Description,Text,,,,,,
Skill/S_FFXV_Ignis_FeastFitForAKing_0_Name,Text,,왕에게 맞는 잔치,Feast Fit for a King,王にふさわしい饗宴,盛宴,適合國王的盛宴
Skill/S_FFXV_Ignis_FeastFitForAKing_Description,Text,,다음 턴 시작 시 이 스킬을 다시 시전하면 치유량이 40% 증가합니다.,Recast this skill at the beginning of next turn with 40% more healing.,次のターンの開始時にこのスキルを再キャストし、回復力が 40% 増加します。,下个回合开始时再次释放此技能，且治疗量提升40%。,在下回合開始時重施此技能，治療效果提升 40%。
Skill/S_FFXV_Ignis_FeastFitForAKing_Name,Text,,왕에게 맞는 잔치,Feast Fit for a King,王にふさわしい饗宴,盛宴,適合國王的盛宴
Skill/S_FFXV_Ignis_Lancet_Description,Text,,"입힌 피해의 30%만큼 모든 아군을 치유합니다.

링크 스트라이크: 체력이 가장 낮은 아군은 과치료 상태입니다.","Heal all allies for 30% of damage dealt.

Link Strike: The lowest health ally is Overhealed.","与えたダメージの30%で味方全員を回復する。

リンクストライク: 最も体力の低い味方はオーバーヒールされます。","以造成的伤害的30%治疗所有友军。

连携攻击：治疗生命值最低的友军时为超额治疗。","治療所有盟友造成傷害的 30%。

連結打擊：生命值最低的盟友已過度治療。"
